2017-03-14  Mt St Mary's             67  New Orleans              66 P        NCAA Tournament Dayton, OH
2017-03-15 @Wyoming                  91  E Washington             81 P        CBI
2017-03-15  USC                      75  Providence               71 P        NCAA Tournament Dayton, OH
2017-03-15 @Illinois St              85  UC Irvine                71 P        NIT Tournament
2017-03-15 @Idaho                    73  SF Austin                50 P        CIT
2017-03-16 @Texas St                 70  Lamar                    60 P        CIT
2017-03-16  Notre Dame               60  Princeton                58 P        NCAA Tournament Buffalo, NY
2017-03-16  Virginia                 76  UNC Wilmington           71 P        NCAA Tournament Orlando, FL
2017-03-16  Butler                   76  Winthrop                 64 P        NCAA Tournament Milwaukee, WI
2017-03-16  Gonzaga                  66  S Dakota St              46 P        NCAA Tournament Salt Lake City, UT
2017-03-16  West Virginia            86  Bucknell                 80 P        NCAA Tournament Buffalo, NY
2017-03-16  Florida                  80  ETSU                     65 P        NCAA Tournament Orlando, FL
2017-03-16  MTSU                     81  Minnesota                72 P        NCAA Tournament Milwaukee, WI
2017-03-16  Northwestern             68  Vanderbilt               66 P        NCAA Tournament Salt Lake City, UT
2017-03-16  Xavier                   76  Maryland                 65 P        NCAA Tournament Orlando, FL
2017-03-16  St Peter's               59 @Albany NY                55 P        CIT
2017-03-16  Furman                   79 @SC Upstate               57 P        CIT
2017-03-16  St Mary's CA             85  VA Commonwealth          77 P        NCAA Tournament Salt Lake City, UT
2017-03-16  Purdue                   80  Vermont                  70 P        NCAA Tournament Milwaukee, WI
2017-03-16 @TN Martin                89  UNC Asheville            75 P        CIT
2017-03-16  Florida St               86  FL Gulf Coast            80 P        NCAA Tournament Orlando, FL
2017-03-16  Wisconsin                84  Virginia Tech            74 P        NCAA Tournament Buffalo, NY
2017-03-16  Arizona                 100  North Dakota             82 P        NCAA Tournament Salt Lake City, UT
2017-03-16  Iowa St                  84  Nevada                   73 P        NCAA Tournament Milwaukee, WI
2017-03-16  Weber St                 80 @CS Fullerton             76 P        CIT
2017-03-16  Villanova                76  Mt St Mary's             56 P        NCAA Tournament Buffalo, NY
2017-03-17  Michigan                 92  Oklahoma St              91 P        NCAA Tournament Indianapolis, IN
2017-03-17  Baylor                   91  New Mexico St            73 P        NCAA Tournament Tulsa, OK
2017-03-17  Arkansas                 77  Seton Hall               71 P        NCAA Tournament Greenville, SC
2017-03-17  Oregon                   93  Iona                     77 P        NCAA Tournament Sacramento, CA
2017-03-17  Louisville               78  Jacksonville St          63 P        NCAA Tournament Indianapolis, IN
2017-03-17  North Carolina          103  TX Southern              64 P        NCAA Tournament Greenville, SC
2017-03-17  Rhode Island             84  Creighton                72 P        NCAA Tournament Sacramento, CA
2017-03-17  Wichita St               64  Dayton                   58 P        NCAA Tournament Indianapolis, IN
2017-03-17  Duke                     87  Troy                     65 P        NCAA Tournament Greenville, SC
2017-03-17  Michigan St              78  Miami FL                 58 P        NCAA Tournament Tulsa, OK
2017-03-17  Kentucky                 79  N Kentucky               70 P        NCAA Tournament Indianapolis, IN
2017-03-17  South Carolina           93  Marquette                73 P        NCAA Tournament Greenville, SC
2017-03-17  UCLA                     97  Kent                     80 P        NCAA Tournament Sacramento, CA
2017-03-17  Cincinnati               75  Kansas St                61 P        NCAA Tournament Sacramento, CA
2017-03-17  USC                      66  SMU                      65 P        NCAA Tournament Tulsa, OK
2017-03-17  Kansas                  100  UC Davis                 62 P        NCAA Tournament Tulsa, OK
2017-03-18 @UMBC                     87  St Francis PA            79 P        CIT
2017-03-18  Mississippi              85 @Syracuse                 80 P        NIT Tournament
2017-03-18  West Virginia            83  Notre Dame               71 P        NCAA Tournament Buffalo, NY
2017-03-18  Wisconsin                65  Villanova                62 P        NCAA Tournament Buffalo, NY
2017-03-18  Gonzaga                  79  Northwestern             73 P        NCAA Tournament Salt Lake City, UT
2017-03-18  Xavier                   91  Florida St               66 P        NCAA Tournament Orlando, FL
2017-03-18  Butler                   74  MTSU                     65 P        NCAA Tournament Milwaukee, WI
2017-03-18  Arizona                  69  St Mary's CA             60 P        NCAA Tournament Salt Lake City, UT
2017-03-18  Florida                  65  Virginia                 39 P        NCAA Tournament Orlando, FL
2017-03-18  Purdue                   80  Iowa St                  76 P        NCAA Tournament Milwaukee, WI
2017-03-19 @Georgia Tech             71  Belmont                  57 P        NIT Tournament
2017-03-19  TCU                      94 @Iowa                     92 PO1      NIT Tournament
2017-03-19 @Richmond                 87  Oakland                  83 P        NIT Tournament
2017-03-19  Michigan                 73  Louisville               69 P        NCAA Tournament Indianapolis, IN
2017-03-19  Kentucky                 65  Wichita St               62 P        NCAA Tournament Indianapolis, IN
2017-03-19  Kansas                   90  Michigan St              70 P        NCAA Tournament Tulsa, OK
2017-03-19  North Carolina           72  Arkansas                 65 P        NCAA Tournament Greenville, SC
2017-03-19  Oregon                   75  Rhode Island             72 P        NCAA Tournament Sacramento, CA
2017-03-19  Baylor                   82  USC                      78 P        NCAA Tournament Tulsa, OK
2017-03-19  South Carolina           88  Duke                     81 P        NCAA Tournament Greenville, SC
2017-03-19  UCLA                     79  Cincinnati               67 P        NCAA Tournament Sacramento, CA
2017-03-20  UCF                      63 @Illinois St              62 P        NIT Tournament
2017-03-20 @Coastal Car              72  Loyola MD                63 P        CBI
2017-03-20 @Liberty                  66  Samford                  58 P        CIT
2017-03-20 @Campbell                 73  TN Martin                56 P        CIT
2017-03-20 @UT Arlington             85  Akron                    69 P        NIT Tournament
2017-03-20  Utah Valley              85 @Rice                     79 P        CBI
2017-03-20 @IL Chicago               80  G Washington             71 P        CBI
2017-03-20 @TAM C. Christi           82  Weber St                 73 P        CIT
2017-03-20 @Illinois                 71  Boise St                 56 P        NIT Tournament
2017-03-20 @Wyoming                  72  Missouri KC              61 P        CBI
2017-03-20  CS Bakersfield           81 @Colorado St              63 P        NIT Tournament
2017-03-21 @Texas St                 64  Idaho                    55 P        CIT
2017-03-21 @TCU                      86  Richmond                 68 P        NIT Tournament
2017-03-21  Georgia Tech             74 @Mississippi              66 P        NIT Tournament
2017-03-22 @UCF                      68  Illinois                 58 P        NIT Tournament
2017-03-22 @Coastal Car              89  IL Chicago               78 P        CBI
2017-03-22  CS Bakersfield           80 @UT Arlington             76 P        NIT Tournament
2017-03-22 @Wyoming                  74  Utah Valley              68 P        CBI
2017-03-23  Oregon                   69  Michigan                 68 P        NCAA Tournament Kansas City, MO
2017-03-23  Gonzaga                  61  West Virginia            58 P        NCAA Tournament San Jose, CA
2017-03-23  Kansas                   98  Purdue                   66 P        NCAA Tournament Kansas City, MO
2017-03-23  Xavier                   73  Arizona                  71 P        NCAA Tournament San Jose, CA
2017-03-24  North Carolina           92  Butler                   80 P        NCAA Tournament Memphis, TN
2017-03-24  South Carolina           70  Baylor                   50 P        NCAA Tournament New York, NY
2017-03-24  Kentucky                 86  UCLA                     75 P        NCAA Tournament Memphis, TN
2017-03-24  Florida                  84  Wisconsin                83 PO1      NCAA Tournament New York, NY
2017-03-25  Furman                   79 @Campbell                 64 P        CIT
2017-03-25  St Peter's               49 @Texas St                 44 P        CIT
2017-03-25  Gonzaga                  83  Xavier                   59 P        NCAA Tournament San Jose, CA
2017-03-25  Oregon                   74  Kansas                   60 P        NCAA Tournament Kansas City, MO
2017-03-26 @UMBC                     80  Liberty                  68 P        CIT
2017-03-26  South Carolina           77  Florida                  70 P        NCAA Tournament New York, NY
2017-03-26 @TAM C. Christi           78  PFW                      62 P        CIT
2017-03-26  North Carolina           75  Kentucky                 73 P        NCAA Tournament Memphis, TN
2017-03-27 @Coastal Car              91  Wyoming                  81 P        CBI
2017-03-28  Georgia Tech             76  CS Bakersfield           61 P        NIT Tournament New York, NY
2017-03-28  TCU                      68  UCF                      53 P        NIT Tournament New York, NY
2017-03-29  TAM C. Christi           79 @UMBC                     61 P        CIT
2017-03-29 @Wyoming                  81  Coastal Car              57 P        CBI
2017-03-29 @St Peter's               77  Furman                   51 P        CIT
2017-03-30  TCU                      88  Georgia Tech             56 P        NIT Tournament New York, NY
2017-03-31 @Wyoming                  83  Coastal Car              59 P        CBI
2017-03-31  St Peter's               62 @TAM C. Christi           61 P        CIT
2017-04-01  Gonzaga                  77  South Carolina           73 P        NCAA Tournament Glendale, AZ
2017-04-01  North Carolina           77  Oregon                   76 P        NCAA Tournament Glendale, AZ
2017-04-03  North Carolina           71  Gonzaga                  65 P        NCAA I Championship Glendale, AZ
