2018-03-15  Florida                  77  St Bonaventure           62 P        NCAA Tournament Dallas, TX
2018-03-16  Texas A&M                73  Providence               69 P        NCAA Tournament Charlotte NC
2018-03-16  Purdue                   74  CS Fullerton             48 P        NCAA Tournament Detroit MI
2018-03-16  Marshall                 81  Wichita St               75 P        NCAA Tournament San Diego CA
2018-03-16  Cincinnati               68  Georgia St               53 P        NCAA Tournament Nashville TN
2018-03-16  North Carolina           84  Lipscomb                 66 P        NCAA Tournament Charlotte NC
2018-03-16  Butler                   79  Arkansas                 62 P        NCAA Tournament Detroit MI
2018-03-16  West Virginia            85  Murray St                68 P        NCAA Tournament San Diego CA
2018-03-16  Nevada                   87  Texas                    83 PO1      NCAA Tournament Nashville TN
2018-03-16  Kansas St                69  Creighton                59 P        NCAA Tournament Charlotte NC
2018-03-16  Michigan St              82  Bucknell                 78 P        NCAA Tournament Detroit MI
2018-03-16  Auburn                   62  Col Charleston           58 P        NCAA Tournament San Diego CA
2018-03-16  UMBC                     74  Virginia                 54 P        NCAA Tournament Charlotte NC
2018-03-16  Florida St               67  Missouri                 54 P        NCAA Tournament Nashville TN
2018-03-16  Clemson                  79  New Mexico St            68 P        NCAA Tournament San Diego CA
2018-03-16  C Michigan               98 @Wofford                  94 P        CIT
2018-03-16  Xavier                  102  TX Southern              83 P        NCAA Tournament Nashville, TN
2018-03-16  Syracuse                 57  TCU                      52 P        NCAA Tournament Detroit, MI
2018-03-17  Penn St                  73 @Notre Dame               63 P        NIT
2018-03-17 @San Diego                67  Portland St              64 P        CIT
2018-03-17  Villanova                81  Alabama                  58 P        NCAA Tournament Pittsburgh, PA
2018-03-17  Duke                     87  Rhode Island             62 P        NCAA Tournament Pittsburgh, PA
2018-03-17  Kentucky                 95  Buffalo                  75 P        NCAA Tournament Boise, ID
2018-03-17  Loyola-Chicago           63  Tennessee                62 P        NCAA Tournament Dallas, TX
2018-03-17  Kansas                   83  Seton Hall               79 P        NCAA Tournament Wichita, KS
2018-03-17  Gonzaga                  90  Ohio St                  84 P        NCAA Tournament Boise, ID
2018-03-17  Texas Tech               69  Florida                  66 P        NCAA Tournament Dallas, TX
2018-03-17  Michigan                 64  Houston                  63 P        NCAA Tournament Wichita, KS
2018-03-18 @N Colorado               81  Drake                    72 P        CIT
2018-03-18  Mississippi St           78 @Baylor                   77 P        NIT
2018-03-18 @Marquette               101  Oregon                   92 P        NIT
2018-03-18 @Louisville               84  MTSU                     68 P        NIT
2018-03-18  Purdue                   76  Butler                   73 P        NCAA Tournament Detroit, MI
2018-03-18  Syracuse                 55  Michigan St              53 P        NCAA Tournament Detroit, MI
2018-03-18  Texas A&M                86  North Carolina           65 P        NCAA Tournament Charlotte, NC
2018-03-18  Nevada                   75  Cincinnati               73 P        NCAA Tournament Nashville, TN
2018-03-18  Clemson                  84  Auburn                   53 P        NCAA Tournament San Diego, CA
2018-03-18  Kansas St                50  UMBC                     43 P        NCAA Tournament Charlotte, NC
2018-03-18  Florida St               75  Xavier                   70 P        NCAA Tournament Nashville, TN
2018-03-18  West Virginia            94  Marshall                 71 P        NCAA Tournament San Diego, CA
2018-03-19  Jacksonville St          80 @Cent Arkansas            59 P        CBI
2018-03-19 @San Francisco            78  Utah Valley              73 P        CBI
2018-03-19 @Oklahoma St              71  Stanford                 65 P        NIT
2018-03-19 @Campbell                 71  New Orleans              69 P        CBI
2018-03-19 @North Texas              96  Mercer                   67 P        CBI
2018-03-19 @Utah                     95  LSU                      71 P        NIT
2018-03-19 @St Mary's CA             85  Washington               81 P        NIT
2018-03-19  WKU                      79 @USC                      75 P        NIT
2018-03-19 @Sam Houston St           69  E Michigan               62 P        CIT
2018-03-20  Penn St                  85 @Marquette                80 P        NIT
2018-03-20  Mississippi St           79 @Louisville               56 P        NIT
2018-03-21  IL Chicago               83 @Austin Peay              81 P        CIT
2018-03-21  N Colorado               86 @San Diego                75 P        CIT
2018-03-21 @North Texas              90  Jacksonville St          68 P        CBI
2018-03-21  WKU                      92 @Oklahoma St              84 P        NIT
2018-03-21  Utah                     67 @St Mary's CA             58 PO1      NIT
2018-03-22  Loyola-Chicago           69  Nevada                   68 P        NCAA Tournament Atlanta, GA
2018-03-22  Michigan                 99  Texas A&M                72 P        NCAA Tournament Los Angeles, CA
2018-03-22  Kansas St                61  Kentucky                 58 P        NCAA Tournament Atlanta, GA
2018-03-22  Florida St               75  Gonzaga                  60 P        NCAA Tournament Los Angeles, CA
2018-03-22  Sam Houston St           76 @UT San Antonio           69 P        CIT
2018-03-22 @San Francisco            65  Campbell                 62 P        CBI
2018-03-23  Kansas                   80  Clemson                  76 P        NCAA Tournament Omaha NE
2018-03-23  Villanova                90  West Virginia            78 P        NCAA Tournament Boston, MA
2018-03-23  Duke                     69  Syracuse                 65 P        NCAA Tournament Omaha NE
2018-03-23  Texas Tech               78  Purdue                   65 P        NCAA Tournament Boston, MA
2018-03-24 @Liberty                  84  C Michigan               71 P        CIT
2018-03-24  Loyola-Chicago           78  Kansas St                62 P        NCAA Tournament Atlanta, GA
2018-03-24  Michigan                 58  Florida St               54 P        NCAA Tournament Los Angeles, CA
2018-03-25  Villanova                71  Texas Tech               59 P        NCAA Tournament Boston, MA
2018-03-25  Kansas                   85  Duke                     81 PO1      NCAA Tournament Omaha NE
2018-03-26 @San Francisco            72  North Texas              62 P        CBI
2018-03-27  Utah                     69  WKU                      64 P        NIT New York, NY
2018-03-27  Penn St                  75  Mississippi St           60 P        NIT New York, NY
2018-03-28  IL Chicago               67 @Liberty                  51 P        CIT
2018-03-28 @North Texas              69  San Francisco            55 P        CBI
2018-03-28 @N Colorado               99  Sam Houston St           80 P        CIT
2018-03-29  Penn St                  82  Utah                     66 P        NIT New York, NY
2018-03-30 @North Texas              88  San Francisco            77 P        CBI
2018-03-30 @N Colorado               76  IL Chicago               71 P        CIT
2018-03-31  Villanova                95  Kansas                   79 P        NCAA Tournament San Antonio, TX
2018-03-31  Michigan                 69  Loyola-Chicago           57 P        NCAA Tournament San Antonio, TX
2018-04-02  Villanova                79  Michigan                 62 P        NCAA I Championship San Antonio, TX
